Study_Visit_ID	SeqExome_Cp_10p14	SeqExome_Cp_10q23	SeqExome_Cp_11p15	SeqExome_Cp_11q23	SeqExome_Cp_12p13	SeqExome_Cp_12q21	SeqExome_Cp_13q14	SeqExome_Cp_13q34	SeqExome_Cp_14q23	SeqExome_Cp_15q15	SeqExome_Cp_15q26	SeqExome_Cp_16p12	SeqExome_Cp_16q22	SeqExome_Cp_17p13	SeqExome_Cp_17q23	SeqExome_Cp_18p11	SeqExome_Cp_18q21	SeqExome_Cp_19p13	SeqExome_Cp_19q13	SeqExome_Cp_1p22	SeqExome_Cp_1q21	SeqExome_Cp_20p12	SeqExome_Cp_20q13	SeqExome_Cp_21q21	SeqExome_Cp_21q22	SeqExome_Cp_22q13	SeqExome_Cp_2p23	SeqExome_Cp_2q22	SeqExome_Cp_3p22	SeqExome_Cp_3q21	SeqExome_Cp_4p15	SeqExome_Cp_4q31	SeqExome_Cp_5p15	SeqExome_Cp_5q31	SeqExome_Cp_6p22	SeqExome_Cp_6q25	SeqExome_Cp_7p14	SeqExome_Cp_7q22	SeqExome_Cp_8p22	SeqExome_Cp_8q24	SeqExome_Cp_9p13	SeqExome_Cp_9q33	SeqExome_Cp_BIRCs	SeqExome_Cp_CDKN2C	SeqExome_Cp_CYLD	SeqExome_Cp_FAM46C	SeqExome_Cp_MYC	SeqExome_Cp_RB1	SeqExome_Cp_TP53	SeqExome_Cp_TRAF2	SeqExome_Cp_TRAF3	SeqExome_Cp_UTX	SeqExome_Cp_Xp11	SeqExome_Cp_Xq22	SeqExome_Cp_12p13_20percent	SeqExome_Cp_12p13_50percent	SeqExome_Cp_13q14_20percent	SeqExome_Cp_13q14_50percent	SeqExome_Cp_13q34_20percent	SeqExome_Cp_13q34_50percent	SeqExome_Cp_14q23_20percent	SeqExome_Cp_14q23_50percent	SeqExome_Cp_16q22_20percent	SeqExome_Cp_16q22_50percent	SeqExome_Cp_17p13_20percent	SeqExome_Cp_17p13_50percent	SeqExome_Cp_1p22_20percent	SeqExome_Cp_1p22_50percent	SeqExome_Cp_6q25_20percent	SeqExome_Cp_6q25_50percent	SeqExome_Cp_8p22_20percent	SeqExome_Cp_8p22_50percent	SeqExome_Cp_BIRCs_20percent	SeqExome_Cp_BIRCs_50percent	SeqExome_Cp_CDKN2C_20percent	SeqExome_Cp_CDKN2C_50percent	SeqExome_Cp_CYLD_20percent	SeqExome_Cp_CYLD_50percent	SeqExome_Cp_FAM46C_20percent	SeqExome_Cp_FAM46C_50percent	SeqExome_Cp_RB1_20percent	SeqExome_Cp_RB1_50percent	SeqExome_Cp_TP53_20percent	SeqExome_Cp_TP53_50percent	SeqExome_Cp_TRAF2_20percent	SeqExome_Cp_TRAF2_50percent	SeqExome_Cp_TRAF3_20percent	SeqExome_Cp_TRAF3_50percent	SeqExome_Cp_UTX_20percent	SeqExome_Cp_UTX_50percent	SeqExome_Cp_Xp11_20percent	SeqExome_Cp_Xp11_50percent	SeqExome_Cp_Xq22_20percent	SeqExome_Cp_Xq22_50percent	SeqExome_Cp_10p14_20percent	SeqExome_Cp_10p14_50percent	SeqExome_Cp_10q23_20percent	SeqExome_Cp_10q23_50percent	SeqExome_Cp_11p15_20percent	SeqExome_Cp_11p15_50percent	SeqExome_Cp_11q23_20percent	SeqExome_Cp_11q23_50percent	SeqExome_Cp_12q21_20percent	SeqExome_Cp_12q21_50percent	SeqExome_Cp_15q15_20percent	SeqExome_Cp_15q15_50percent	SeqExome_Cp_15q26_20percent	SeqExome_Cp_15q26_50percent	SeqExome_Cp_16p12_20percent	SeqExome_Cp_16p12_50percent	SeqExome_Cp_17q23_20percent	SeqExome_Cp_17q23_50percent	SeqExome_Cp_18p11_20percent	SeqExome_Cp_18p11_50percent	SeqExome_Cp_18q21_20percent	SeqExome_Cp_18q21_50percent	SeqExome_Cp_19p13_20percent	SeqExome_Cp_19p13_50percent	SeqExome_Cp_19q13_20percent	SeqExome_Cp_19q13_50percent	SeqExome_Cp_1q21_20percent	SeqExome_Cp_1q21_50percent	SeqExome_Cp_20p12_20percent	SeqExome_Cp_20p12_50percent	SeqExome_Cp_20q13_20percent	SeqExome_Cp_20q13_50percent	SeqExome_Cp_21q21_20percent	SeqExome_Cp_21q21_50percent	SeqExome_Cp_21q22_20percent	SeqExome_Cp_21q22_50percent	SeqExome_Cp_22q13_20percent	SeqExome_Cp_22q13_50percent	SeqExome_Cp_2p23_20percent	SeqExome_Cp_2p23_50percent	SeqExome_Cp_2q22_20percent	SeqExome_Cp_2q22_50percent	SeqExome_Cp_3p22_20percent	SeqExome_Cp_3p22_50percent	SeqExome_Cp_3q21_20percent	SeqExome_Cp_3q21_50percent	SeqExome_Cp_4p15_20percent	SeqExome_Cp_4p15_50percent	SeqExome_Cp_4q31_20percent	SeqExome_Cp_4q31_50percent	SeqExome_Cp_5p15_20percent	SeqExome_Cp_5p15_50percent	SeqExome_Cp_5q31_20percent	SeqExome_Cp_5q31_50percent	SeqExome_Cp_6p22_20percent	SeqExome_Cp_6p22_50percent	SeqExome_Cp_7p14_20percent	SeqExome_Cp_7p14_50percent	SeqExome_Cp_7q22_20percent	SeqExome_Cp_7q22_50percent	SeqExome_Cp_8q24_20percent	SeqExome_Cp_8q24_50percent	SeqExome_Cp_9p13_20percent	SeqExome_Cp_9p13_50percent	SeqExome_Cp_9q33_20percent	SeqExome_Cp_9q33_50percent	SeqExome_Cp_MYC_20percent	SeqExome_Cp_MYC_50percent	SeqExome_Cp_Hyperdiploid_Chr_Count	SeqExome_Cp_Hyperdiploid_Call
MMRF_2198_1_BM	0.004	-0.056	0.577	0.575	-0.014	-0.006	-0.450	-0.019	-0.021	0.554	0.629	0.100	0.650	0.101	0.049	-0.026	-0.034	0.702	0.734	-1.046	0.071	0.074	0.106	-0.033	0.077	0.140	0.060	-0.077	0.630	0.565	-0.366	-0.020	0.535	0.563	0.005	-0.971	0.026	0.056	-0.174	2.047	0.976	0.584	0.575	-0.968	0.594	0.035	2.047	-0.486	0.101	0.736	0.059	-0.937	-1.095	-0.072	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	6	1
MMRF_2199_1_BM	-0.006	0.014	0.581	0.661	-0.041	0.005	0.167	0.204	0.084	0.568	0.602	0.032	0.035	0.617	0.601	0.525	0.520	0.651	0.608	-0.006	0.053	0.015	0.049	0.025	0.025	0.080	0.015	-0.030	0.521	0.508	0.481	0.473	0.026	-0.015	-0.002	-0.004	0.537	0.551	0.559	0.529	0.553	0.553	0.658	-0.006	-1.636	-0.021	0.529	0.167	0.617	0.553	0.168	0.000	0.000	-0.041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	6	1
MMRF_2200_1_BM	-0.628	-0.591	-0.031	-0.006	-0.025	-0.060	-0.053	-0.053	-0.014	0.021	0.041	0.043	-0.721	0.004	0.006	-0.045	-0.050	0.491	0.024	-0.772	0.139	-0.013	0.001	-0.038	-0.007	0.020	-0.023	-0.037	0.019	-0.017	-0.704	-0.697	-0.052	-0.015	-0.038	-0.765	-0.031	-0.036	-0.025	-0.027	-0.039	0.469	-0.059	-0.754	-0.743	-0.713	-0.027	-0.053	0.004	0.469	-0.023	-1.069	-1.069	-1.015	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
MMRF_2201_1_BM	-0.018	0.003	-0.011	0.388	0.001	-0.007	-0.037	0.030	0.403	-0.008	0.019	0.055	0.026	0.032	0.009	0.378	0.371	0.077	0.061	-0.032	0.018	0.044	0.073	-0.043	0.020	0.047	0.001	-0.007	-0.010	-0.016	-0.003	0.007	-0.026	-0.006	-0.029	-0.019	-0.018	0.029	-0.005	0.053	-0.010	0.005	0.388	0.032	0.026	0.018	0.053	-0.037	0.032	0.076	0.403	-1.040	-1.031	-1.043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2203_1_BM	0.001	-0.005	0.001	0.002	-0.002	0.051	-0.952	-0.990	-0.983	-0.009	0.403	-0.025	-0.017	-0.050	-0.025	-0.011	0.015	-0.021	-0.025	-0.960	0.000	-0.015	-0.015	0.009	0.009	-1.002	0.008	0.011	0.463	0.504	0.025	0.027	0.018	0.013	-0.001	-0.004	0.011	0.016	-0.016	-0.023	0.004	0.005	0.002	0.013	-0.017	0.004	-0.023	-0.952	-0.050	-0.029	-0.997	-1.006	-0.977	-0.960	0	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MMRF_2204_1_BM	-0.027	-0.014	-0.034	-0.025	-0.032	-0.025	-0.408	-0.366	-0.753	0.007	0.013	0.027	0.050	0.051	0.032	-0.034	-0.054	0.537	0.035	-0.089	0.502	-0.373	-0.670	0.183	0.297	-0.661	-0.010	-0.030	-0.013	-0.015	-0.043	-0.083	0.460	0.442	-0.014	-0.046	-0.508	0.432	-0.795	0.483	0.475	0.512	-0.025	0.003	0.010	-0.041	0.483	-0.408	0.051	0.512	-0.661	-1.034	-1.060	-0.186	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	3	1
MMRF_2204_2_BM	-0.028	-0.028	-0.053	-0.035	-0.063	-0.123	-0.730	-0.647	-0.934	-0.012	-0.002	-0.014	-0.007	-0.018	-0.021	-0.036	-0.041	0.582	0.020	-0.224	0.520	-0.733	-0.894	0.029	0.169	-0.874	-0.082	-0.087	-0.039	-0.059	-0.086	-0.137	0.472	0.314	-0.073	-0.095	-0.824	0.489	-0.932	0.620	0.565	0.515	-0.096	-0.025	-0.007	-0.105	0.620	-0.730	-0.018	0.612	-0.914	-1.042	-1.053	-0.123	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	2	1
MMRF_2207_1_BM	0.035	0.036	0.541	0.549	-0.027	0.010	-0.861	0.083	0.021	0.075	0.039	0.069	0.081	0.053	0.090	-0.005	-0.048	0.641	0.669	-0.107	0.105	-0.031	0.099	0.018	0.120	0.130	0.034	-0.035	0.603	0.558	-0.050	-0.087	-0.033	-0.018	0.446	0.476	-0.004	-0.025	0.014	0.085	0.548	0.610	0.549	-0.035	-0.003	0.029	0.085	-0.861	0.053	0.704	0.074	-0.948	-1.108	-1.059	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	4	1
MMRF_2209_1_BM	-0.051	-0.041	0.524	0.530	-0.029	-0.027	-0.039	-0.039	-0.868	0.943	0.961	-0.042	-0.031	-0.046	-0.050	-0.036	-0.037	0.517	0.511	-0.024	-0.041	0.518	0.523	0.049	0.049	-0.045	0.525	0.531	0.524	0.526	-0.036	-0.028	0.533	0.530	-0.035	-0.042	0.042	0.515	-0.095	-0.052	0.529	0.527	0.530	-0.029	-0.042	-0.033	-0.052	-0.039	-0.046	0.517	-0.868	-1.023	-1.036	-1.045	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	1	0	0	6	1
MMRF_2211_1_BM	0.049	-0.447	0.061	0.016	-0.005	0.052	-0.966	-0.909	-0.905	0.059	0.075	0.098	-0.837	0.033	0.097	0.010	0.009	0.696	0.117	-0.958	0.139	0.057	0.114	0.030	0.098	0.136	0.086	0.029	0.112	0.097	-0.640	-0.678	0.007	0.042	0.061	0.028	0.039	0.498	-0.924	-0.156	0.065	0.139	0.016	-0.927	-0.974	-0.885	-0.156	-0.966	0.033	0.139	-0.900	-0.931	-1.055	-1.014	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MMRF_2213_1_BM	0.022	0.584	0.010	0.014	-0.013	0.036	-0.641	-0.949	-0.943	0.591	0.581	0.011	0.009	0.007	0.025	0.590	0.590	0.600	0.592	0.024	0.588	0.006	0.002	0.024	0.010	0.021	0.009	0.020	0.587	0.587	0.022	0.589	0.578	0.588	0.893	0.053	0.589	0.595	0.002	0.019	0.588	0.592	0.014	0.030	0.011	0.013	0.019	-0.941	0.007	0.592	-0.934	-0.973	-0.949	-1.007	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	6	1
MMRF_2214_1_BM	-0.023	-0.019	0.555	0.553	-0.036	-0.023	-0.054	0.010	-0.026	0.975	0.974	-0.012	-0.025	0.007	-0.005	-0.046	-0.036	0.589	0.569	-0.048	-0.009	0.515	-0.060	-0.025	-0.010	0.005	-0.008	-0.037	0.561	0.561	-0.025	-0.035	0.556	0.550	0.002	-0.032	-0.034	-0.024	-0.017	0.307	0.552	0.552	0.553	-0.012	-0.025	-0.009	0.307	-0.044	0.007	0.608	-0.017	-1.014	-1.014	-1.030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	6	1
MMRF_2215_1_BM	0.003	-0.918	1.410	0.564	-0.022	-0.002	-0.278	-0.019	-0.002	0.016	0.019	0.022	0.014	-0.012	-0.012	0.050	0.050	0.601	0.504	-0.003	-0.066	0.000	0.038	-0.001	0.030	0.042	0.017	0.009	0.561	0.546	0.016	-0.005	0.993	-0.031	0.026	-0.062	0.005	0.011	-0.088	-0.010	0.475	0.534	0.564	0.004	0.014	-0.003	-0.010	-0.278	-0.012	0.534	0.031	-0.992	-1.036	-1.027	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	4	1
MMRF_2216_1_BM	-0.036	-0.027	0.530	0.540	-0.069	-1.036	0.504	0.504	-0.073	0.530	0.559	-0.016	0.020	0.041	-0.004	-0.046	-0.040	0.998	1.008	-0.061	0.018	-0.042	0.009	-0.011	-0.011	0.048	-0.006	-0.041	-0.028	-0.015	-0.020	-0.083	0.520	0.520	0.043	-0.228	-0.018	-0.030	-0.033	-0.018	0.529	0.567	0.540	0.002	-0.044	-0.020	-0.018	0.504	0.041	0.567	0.034	-1.065	-1.079	-1.069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	5	1
MMRF_2217_1_BM	-0.079	-0.008	0.097	0.154	-0.021	0.045	-0.086	-0.007	-1.023	0.507	0.503	-0.074	-0.109	0.033	0.042	-0.036	-0.003	0.468	0.448	0.016	-0.025	-0.033	-0.100	-0.022	-0.096	-0.125	-0.051	0.008	0.517	0.509	-0.081	-0.016	0.501	0.553	-0.054	-0.030	-0.004	-0.018	-1.007	0.006	0.950	0.513	0.154	-0.067	-0.069	-0.038	0.006	-0.421	0.033	0.438	-1.040	-1.029	-0.953	-1.002	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	5	1
MMRF_2220_1_BM	0.003	0.005	-0.003	-0.060	-0.002	-0.113	-0.920	-0.839	-0.948	0.021	0.055	0.048	0.066	-0.875	-0.879	-0.033	-0.024	0.056	0.076	-0.092	0.071	-0.003	0.041	-0.029	0.054	0.641	0.008	-0.042	-0.002	0.057	-0.048	-0.058	-0.047	-0.022	0.029	0.002	-0.027	-0.058	-0.001	0.059	0.013	0.039	-0.060	-0.013	0.033	-0.017	0.059	-0.920	-0.875	0.039	-0.935	0.043	-0.041	-0.021	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2222_1_BM	-0.003	0.003	0.536	0.541	0.018	0.010	-0.015	-0.015	-0.102	0.541	0.546	0.008	-0.013	0.002	0.519	-0.060	-0.060	0.542	0.533	-0.256	-0.014	-0.018	-0.007	0.849	0.849	-0.007	-0.002	-0.009	0.551	0.530	0.006	0.011	0.009	-0.016	0.536	0.107	0.002	0.009	-0.077	0.014	0.530	0.573	0.540	0.007	-0.001	-0.014	0.014	-0.015	0.002	0.522	-0.024	-0.881	-0.856	-0.880	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	6	1
MMRF_2223_1_BM	-0.012	-0.011	-0.018	0.554	-0.017	-0.017	-0.027	-0.015	-0.009	-0.009	-0.004	-0.002	-0.002	0.006	0.000	-0.016	-0.016	0.012	-0.002	-0.011	-0.004	-0.008	0.001	-0.045	-0.005	0.012	-0.011	-0.032	0.002	-0.020	-0.014	-0.031	-0.011	-0.011	-0.010	-0.984	-0.013	0.017	-0.013	-0.004	-0.007	-0.014	0.554	-0.003	-0.002	-0.011	-0.004	-0.027	0.006	0.030	0.008	-0.959	-0.968	-0.957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2224_1_BM	-0.005	-0.002	0.002	-0.007	-0.015	-0.002	-0.025	-0.016	-0.786	-0.003	0.504	0.026	0.026	0.011	-0.005	-0.001	-0.001	0.514	0.009	-0.004	0.004	-0.011	0.011	-0.008	0.006	0.017	-0.003	-0.015	0.005	-0.005	0.003	-0.013	0.001	-0.004	0.001	-0.008	-0.006	-0.012	-0.006	0.003	0.003	-0.003	-0.007	-0.004	0.026	0.002	0.003	-0.025	0.011	0.021	-0.760	-0.980	-1.003	-1.031	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2225_1_BM	-0.002	-0.012	-0.006	-0.008	-0.015	-0.041	-0.281	-0.262	-0.013	-0.005	-0.001	-0.013	-0.011	-0.008	-0.008	0.191	0.200	-0.016	-0.019	-0.309	0.004	-0.019	-0.004	-0.023	-0.005	-0.273	-0.003	-0.017	-0.003	-0.007	-0.018	-0.019	-0.026	-0.011	-0.008	-0.012	-0.013	-0.019	-0.013	-0.009	-0.014	-0.007	-0.019	-0.010	-0.011	-0.013	-0.009	-0.281	-0.008	0.000	-0.013	-0.018	-0.034	-0.043	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2226_1_BM	-0.055	-0.077	-0.062	-0.038	-0.030	-0.078	-0.981	-1.017	-0.018	0.519	0.538	-0.068	-0.016	0.507	0.516	-0.098	-0.068	0.935	0.521	-0.062	0.572	-0.057	-0.012	-0.059	-0.021	-0.037	-0.040	-0.069	0.539	0.523	-0.054	-0.047	0.480	0.529	-0.030	-0.068	0.895	0.898	-0.058	-0.073	0.909	0.871	-0.038	-0.027	-3.586	0.016	-0.073	-0.981	0.507	0.900	-0.016	-1.062	-1.089	-1.081	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	6	1
MMRF_2228_1_BM	-0.048	-0.029	0.758	0.767	-0.042	-0.028	0.426	0.417	-0.013	0.759	0.768	-0.055	-0.082	-0.056	-0.055	0.430	0.430	0.735	0.735	-0.016	-0.034	0.414	0.405	0.736	0.736	0.385	0.419	0.430	0.424	0.434	-0.023	-0.018	0.435	0.437	-0.026	-0.048	0.424	0.445	-0.046	-0.014	0.426	0.422	0.767	-0.032	-0.068	-0.037	-0.014	0.444	-0.056	0.373	-0.029	-1.042	-1.043	-0.996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	8	1
MMRF_2229_1_BM	-0.012	0.006	0.016	0.006	-0.011	-0.006	-0.681	-0.695	-0.009	0.439	0.449	0.006	-0.025	0.003	0.830	-0.023	-0.010	0.444	0.444	-0.018	0.012	-0.051	-0.010	0.000	0.000	-0.001	0.014	-0.012	0.456	0.444	-0.110	-0.019	-0.008	-0.014	0.446	0.301	-0.013	-0.006	-0.156	-0.015	-0.005	-0.003	0.006	-0.018	-0.025	-0.364	-0.015	-0.681	0.003	-0.009	-0.015	-1.004	-1.004	-0.933	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1
