Study_Visit_ID	SeqExome_Cp_10p14	SeqExome_Cp_10q23	SeqExome_Cp_11p15	SeqExome_Cp_11q23	SeqExome_Cp_12p13	SeqExome_Cp_12q21	SeqExome_Cp_13q14	SeqExome_Cp_13q34	SeqExome_Cp_14q23	SeqExome_Cp_15q15	SeqExome_Cp_15q26	SeqExome_Cp_16p12	SeqExome_Cp_16q22	SeqExome_Cp_17p13	SeqExome_Cp_17q23	SeqExome_Cp_18p11	SeqExome_Cp_18q21	SeqExome_Cp_19p13	SeqExome_Cp_19q13	SeqExome_Cp_1p22	SeqExome_Cp_1q21	SeqExome_Cp_20p12	SeqExome_Cp_20q13	SeqExome_Cp_21q21	SeqExome_Cp_21q22	SeqExome_Cp_22q13	SeqExome_Cp_2p23	SeqExome_Cp_2q22	SeqExome_Cp_3p22	SeqExome_Cp_3q21	SeqExome_Cp_4p15	SeqExome_Cp_4q31	SeqExome_Cp_5p15	SeqExome_Cp_5q31	SeqExome_Cp_6p22	SeqExome_Cp_6q25	SeqExome_Cp_7p14	SeqExome_Cp_7q22	SeqExome_Cp_8p22	SeqExome_Cp_8q24	SeqExome_Cp_9p13	SeqExome_Cp_9q33	SeqExome_Cp_BIRCs	SeqExome_Cp_CDKN2C	SeqExome_Cp_CYLD	SeqExome_Cp_FAM46C	SeqExome_Cp_MYC	SeqExome_Cp_RB1	SeqExome_Cp_TP53	SeqExome_Cp_TRAF2	SeqExome_Cp_TRAF3	SeqExome_Cp_UTX	SeqExome_Cp_Xp11	SeqExome_Cp_Xq22	SeqExome_Cp_12p13_20percent	SeqExome_Cp_12p13_50percent	SeqExome_Cp_13q14_20percent	SeqExome_Cp_13q14_50percent	SeqExome_Cp_13q34_20percent	SeqExome_Cp_13q34_50percent	SeqExome_Cp_14q23_20percent	SeqExome_Cp_14q23_50percent	SeqExome_Cp_16q22_20percent	SeqExome_Cp_16q22_50percent	SeqExome_Cp_17p13_20percent	SeqExome_Cp_17p13_50percent	SeqExome_Cp_1p22_20percent	SeqExome_Cp_1p22_50percent	SeqExome_Cp_6q25_20percent	SeqExome_Cp_6q25_50percent	SeqExome_Cp_8p22_20percent	SeqExome_Cp_8p22_50percent	SeqExome_Cp_BIRCs_20percent	SeqExome_Cp_BIRCs_50percent	SeqExome_Cp_CDKN2C_20percent	SeqExome_Cp_CDKN2C_50percent	SeqExome_Cp_CYLD_20percent	SeqExome_Cp_CYLD_50percent	SeqExome_Cp_FAM46C_20percent	SeqExome_Cp_FAM46C_50percent	SeqExome_Cp_RB1_20percent	SeqExome_Cp_RB1_50percent	SeqExome_Cp_TP53_20percent	SeqExome_Cp_TP53_50percent	SeqExome_Cp_TRAF2_20percent	SeqExome_Cp_TRAF2_50percent	SeqExome_Cp_TRAF3_20percent	SeqExome_Cp_TRAF3_50percent	SeqExome_Cp_UTX_20percent	SeqExome_Cp_UTX_50percent	SeqExome_Cp_Xp11_20percent	SeqExome_Cp_Xp11_50percent	SeqExome_Cp_Xq22_20percent	SeqExome_Cp_Xq22_50percent	SeqExome_Cp_10p14_20percent	SeqExome_Cp_10p14_50percent	SeqExome_Cp_10q23_20percent	SeqExome_Cp_10q23_50percent	SeqExome_Cp_11p15_20percent	SeqExome_Cp_11p15_50percent	SeqExome_Cp_11q23_20percent	SeqExome_Cp_11q23_50percent	SeqExome_Cp_12q21_20percent	SeqExome_Cp_12q21_50percent	SeqExome_Cp_15q15_20percent	SeqExome_Cp_15q15_50percent	SeqExome_Cp_15q26_20percent	SeqExome_Cp_15q26_50percent	SeqExome_Cp_16p12_20percent	SeqExome_Cp_16p12_50percent	SeqExome_Cp_17q23_20percent	SeqExome_Cp_17q23_50percent	SeqExome_Cp_18p11_20percent	SeqExome_Cp_18p11_50percent	SeqExome_Cp_18q21_20percent	SeqExome_Cp_18q21_50percent	SeqExome_Cp_19p13_20percent	SeqExome_Cp_19p13_50percent	SeqExome_Cp_19q13_20percent	SeqExome_Cp_19q13_50percent	SeqExome_Cp_1q21_20percent	SeqExome_Cp_1q21_50percent	SeqExome_Cp_20p12_20percent	SeqExome_Cp_20p12_50percent	SeqExome_Cp_20q13_20percent	SeqExome_Cp_20q13_50percent	SeqExome_Cp_21q21_20percent	SeqExome_Cp_21q21_50percent	SeqExome_Cp_21q22_20percent	SeqExome_Cp_21q22_50percent	SeqExome_Cp_22q13_20percent	SeqExome_Cp_22q13_50percent	SeqExome_Cp_2p23_20percent	SeqExome_Cp_2p23_50percent	SeqExome_Cp_2q22_20percent	SeqExome_Cp_2q22_50percent	SeqExome_Cp_3p22_20percent	SeqExome_Cp_3p22_50percent	SeqExome_Cp_3q21_20percent	SeqExome_Cp_3q21_50percent	SeqExome_Cp_4p15_20percent	SeqExome_Cp_4p15_50percent	SeqExome_Cp_4q31_20percent	SeqExome_Cp_4q31_50percent	SeqExome_Cp_5p15_20percent	SeqExome_Cp_5p15_50percent	SeqExome_Cp_5q31_20percent	SeqExome_Cp_5q31_50percent	SeqExome_Cp_6p22_20percent	SeqExome_Cp_6p22_50percent	SeqExome_Cp_7p14_20percent	SeqExome_Cp_7p14_50percent	SeqExome_Cp_7q22_20percent	SeqExome_Cp_7q22_50percent	SeqExome_Cp_8q24_20percent	SeqExome_Cp_8q24_50percent	SeqExome_Cp_9p13_20percent	SeqExome_Cp_9p13_50percent	SeqExome_Cp_9q33_20percent	SeqExome_Cp_9q33_50percent	SeqExome_Cp_MYC_20percent	SeqExome_Cp_MYC_50percent	SeqExome_Cp_Hyperdiploid_Chr_Count	SeqExome_Cp_Hyperdiploid_Call
MMRF_1720_1_BM	-0.009	-0.004	-0.008	-0.024	-0.024	-0.054	-0.025	-0.025	-0.013	0.567	0.576	0.003	0.018	0.010	0.003	-0.023	0.003	0.345	0.343	-0.950	-0.001	-0.006	0.004	0.562	0.573	0.013	-0.011	-0.028	-0.004	0.004	-0.004	-0.032	0.577	0.564	0.000	-0.014	-0.015	-0.014	-0.028	0.007	0.590	0.590	-0.005	-0.012	-0.003	-0.044	0.007	-0.025	0.010	0.643	0.031	-1.016	-1.035	-1.001	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	5	1
MMRF_1721_1_BM	-0.000	-0.006	-0.009	0.004	-0.976	-0.001	-0.976	-0.971	-0.306	0.009	-0.004	-0.013	-0.006	-0.385	0.087	0.008	-0.008	-0.003	0.005	-0.571	0.005	-0.980	-0.973	0.001	0.001	-0.026	0.009	-0.015	-0.004	-0.002	-0.051	-0.011	-0.016	-0.003	0.000	-0.005	-0.000	-0.009	-0.377	-0.295	-0.003	0.018	-0.008	-0.372	0.002	-0.526	-0.295	-0.976	-0.385	0.016	-0.340	-0.991	-1.015	-1.015	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_1722_1_BM	-0.022	-0.033	-0.027	-0.023	-0.023	-0.033	-0.946	-0.946	-0.030	-0.029	-0.027	-0.019	-0.029	-0.028	-0.028	-0.018	-0.029	0.275	-0.035	-0.027	0.084	-0.031	-0.029	-0.026	-0.025	-0.027	-0.027	-0.025	-0.030	-0.023	-0.018	-0.026	-0.023	-0.016	-0.034	-0.030	-0.028	-0.028	-0.029	-0.048	-0.029	-0.025	-0.025	-0.030	-0.031	-0.801	-0.048	-0.946	-0.028	-0.026	-0.025	-1.045	-1.025	-1.035	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_1723_1_BM	-0.992	0.563	0.571	0.562	-0.820	-0.021	-0.982	-0.982	-0.044	0.566	0.561	0.001	-0.929	-0.928	-0.001	-0.021	-0.014	1.001	0.589	-0.009	0.597	-0.026	-0.002	-0.012	0.003	0.004	0.018	0.001	0.000	-0.004	-0.011	-0.014	0.555	0.559	-0.011	-0.016	-0.007	0.001	-0.019	-0.004	0.536	0.572	0.562	-0.000	-0.952	-0.008	-0.004	-0.982	-0.928	0.589	0.001	-0.957	-0.957	-1.000	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	5	1
MMRF_1725_1_BM	-0.098	-0.080	-0.088	-0.083	0.005	-0.019	-0.973	-1.008	-0.005	0.132	0.117	-0.018	-0.695	-0.076	-0.076	-0.008	0.007	0.014	0.011	-0.015	0.412	-0.962	-0.018	-0.003	-0.011	-0.029	-0.014	-0.001	-0.017	0.010	-0.063	-0.064	0.015	0.009	0.133	0.137	0.016	0.004	-0.094	-0.077	0.179	0.152	-0.083	-0.048	-0.693	-0.029	-0.077	-0.973	-0.076	0.152	-3.458	-1.014	-0.974	-0.992	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MMRF_1726_1_BM	0.002	0.011	0.012	-0.009	0.010	-0.001	-0.972	-0.898	-0.958	0.011	0.022	0.589	-0.942	0.043	0.034	-0.002	0.006	0.620	0.604	0.004	0.589	0.022	0.038	0.015	0.015	0.038	0.008	0.008	0.018	0.007	0.585	0.553	0.582	0.585	0.006	0.005	0.579	0.584	-0.972	0.596	1.002	1.002	-0.009	0.026	-0.957	0.008	0.596	-0.972	0.043	1.062	0.030	-0.985	-1.016	0.526	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	4	1
MMRF_1727_1_BM	0.009	0.020	0.021	0.017	-0.144	0.026	-0.190	-0.193	0.026	0.023	0.020	0.015	0.024	-0.171	-0.055	0.025	0.015	0.035	0.033	0.010	0.615	0.016	0.016	0.008	0.015	0.037	0.070	0.038	0.021	0.011	-0.319	0.029	0.005	0.030	0.067	0.019	-0.025	-0.025	0.011	0.028	0.015	0.030	0.017	-0.016	0.022	0.010	0.028	-0.190	-0.171	0.030	-0.040	-0.981	-0.996	-0.968	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_1730_1_BM	-0.064	-0.060	0.030	0.513	-0.017	-0.017	-0.032	-0.051	-0.048	0.511	0.502	-0.050	-0.067	-0.073	-0.070	-0.045	-0.046	0.469	0.475	-0.021	-0.072	0.439	-1.042	0.512	0.480	-0.072	-0.049	-0.047	-0.058	-0.046	-0.029	-0.012	0.508	0.505	0.432	-0.983	-0.046	-0.060	-0.059	-0.044	0.523	0.501	0.513	-0.051	-0.049	-0.041	-0.044	-0.032	-0.073	0.459	-0.069	-1.059	-1.042	-1.040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	5	1
MMRF_1731_1_BM	-0.025	-0.001	0.020	0.446	-0.009	0.022	-1.267	-0.878	-0.874	-0.012	-0.007	-0.007	0.001	-0.025	-0.017	0.002	0.002	-0.025	-0.007	-0.577	-0.007	-0.013	-0.010	-0.006	-0.019	-0.010	-0.006	0.010	0.003	0.007	0.021	0.014	0.009	0.000	0.029	-0.047	0.003	0.011	-0.085	-0.002	-0.007	0.518	0.453	0.011	0.017	-0.013	-0.002	-0.840	-0.025	0.510	-0.167	-0.871	-0.847	0.003	0	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
MMRF_1731_2_BM	-0.023	-0.018	-0.039	0.262	-0.056	-0.050	-0.409	-0.332	-0.464	-0.010	0.006	0.011	0.037	-0.020	-0.015	0.000	-0.007	0.042	0.008	-0.419	-0.071	-0.018	-0.004	-0.020	0.070	0.019	-0.041	-0.037	-0.027	-0.069	-0.030	-0.089	-0.040	-0.049	-0.093	-0.098	-0.013	-0.064	-0.034	-0.043	0.080	0.343	0.262	-0.052	0.013	-0.050	-0.043	-0.442	-0.020	0.484	0.044	-0.439	-0.439	-0.188	0	0	1	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
MMRF_1733_1_BM	0.018	0.009	0.923	0.930	-0.006	-0.007	-0.017	0.040	0.019	0.548	0.557	0.021	0.028	0.569	0.547	-0.003	-0.004	0.683	0.653	-0.023	0.031	0.020	0.038	-0.023	0.030	0.051	0.019	-0.007	0.542	0.520	-0.003	-0.012	0.535	0.533	0.014	0.004	0.524	0.513	0.012	-0.018	0.538	0.550	0.930	0.009	0.032	0.031	0.344	-0.023	0.569	0.611	0.052	-1.052	-1.005	-1.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	7	1
MMRF_1735_1_BM	0.004	-0.011	0.977	0.969	0.015	0.025	0.021	-0.013	-0.003	0.961	0.958	-0.031	-0.030	-0.041	-0.030	0.013	-0.004	0.530	0.535	0.025	-0.036	-0.010	-0.034	0.568	0.552	-0.035	-0.017	0.005	0.552	0.567	0.040	0.076	0.565	0.576	0.029	0.000	0.573	0.582	-0.010	-0.035	0.973	0.944	0.981	-0.021	-0.031	-0.004	-0.035	0.021	-0.041	0.944	-0.019	-0.987	-1.000	-1.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	8	1
MMRF_1736_1_BM	-0.001	0.030	0.583	0.000	0.005	0.002	-1.012	-0.902	0.007	0.024	0.036	0.037	0.053	0.088	0.047	-0.015	-0.015	0.748	0.128	-0.041	0.043	0.033	0.057	0.001	0.001	-0.902	-0.000	-0.037	0.016	0.025	-0.022	-0.029	0.559	0.586	-0.005	0.026	-0.016	0.004	-0.981	-0.941	-0.003	0.030	0.000	0.049	0.062	0.043	-0.941	-1.012	0.088	0.117	0.025	-1.050	-1.042	-0.997	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MMRF_1738_1_BM	0.017	0.036	0.513	0.601	-0.903	-0.007	-0.891	-0.854	-0.003	0.581	0.595	0.044	-0.860	-0.884	0.042	0.567	0.551	0.603	0.438	-0.927	0.610	0.029	0.031	-0.037	0.036	0.057	0.035	0.019	0.570	0.560	-0.005	0.003	0.939	0.031	0.574	0.325	0.567	0.570	-0.419	0.004	0.549	0.575	0.601	-3.616	-0.913	0.031	0.572	-0.871	-0.884	0.638	0.028	0.016	0.016	-0.013	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	6	1
MMRF_1739_1_BM	-0.006	-0.029	0.529	0.568	-0.048	-0.063	-0.024	-0.017	0.008	0.989	0.995	0.001	0.083	0.026	0.026	-0.013	-0.018	1.018	0.585	-0.014	-0.004	-0.016	0.026	0.992	0.992	0.627	-0.004	-0.003	0.572	0.563	-0.017	-0.032	0.578	0.565	0.015	-0.000	0.571	0.559	-0.998	0.035	0.552	0.605	0.568	0.000	0.020	-0.004	0.035	-0.024	0.026	0.605	0.017	-0.210	-0.218	-0.218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	8	1
MMRF_1740_1_BM	0.043	0.026	0.037	0.034	0.041	0.004	-0.083	0.113	0.038	0.092	0.067	0.032	0.160	0.097	0.077	0.034	0.035	0.168	0.392	0.040	0.607	0.044	-0.003	0.018	0.044	0.187	0.103	0.036	-0.117	0.095	0.032	0.033	0.025	0.067	0.497	-0.716	0.036	0.108	0.074	-0.039	0.061	0.039	0.022	-0.464	0.073	-0.141	-0.039	-0.083	0.097	0.375	0.202	-0.981	-0.989	-1.010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MMRF_1744_1_BM	-0.002	0.024	-0.004	0.006	-0.237	-0.002	-1.004	-0.955	-0.076	0.023	-0.021	0.004	0.010	-0.093	-0.093	-0.971	-0.006	0.038	0.018	-0.715	0.012	0.003	0.019	-0.016	-0.003	0.028	0.004	-0.002	0.013	0.004	-0.010	-0.006	0.010	-0.005	0.003	-0.001	-0.001	-0.001	-0.964	0.184	0.020	0.010	0.006	0.009	0.010	-0.741	0.184	-1.031	-0.093	0.010	0.005	-0.998	-0.975	-0.947	1	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
MMRF_1746_1_BM	0.244	0.235	0.151	0.124	0.002	-0.006	-0.067	-0.067	-0.003	0.012	0.015	0.023	-0.091	0.011	0.011	0.079	0.075	0.286	0.296	-0.041	0.022	0.014	-0.001	0.031	0.015	0.013	0.001	-0.002	0.044	0.050	-0.013	-0.009	0.201	0.186	-0.021	-0.032	0.230	0.300	0.006	-0.002	-0.043	-0.001	0.119	-0.001	-0.102	0.022	-0.002	-0.067	0.011	0.023	-0.007	-0.613	-0.639	-0.619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	1
MMRF_1749_1_BM	-0.904	-0.908	-0.006	-0.016	-0.900	-0.893	-0.897	-0.925	-0.927	-0.010	-0.006	-0.913	-0.909	-0.029	-0.020	0.003	-0.005	-0.027	-0.041	-0.894	-0.810	-0.922	-0.936	-0.000	-0.026	-0.934	-0.015	-0.008	-0.021	-0.014	-0.001	0.001	-0.020	0.002	-0.011	-0.010	-0.015	-0.016	-0.908	-0.917	-0.009	-0.035	-0.011	-0.887	-0.932	-0.920	-0.917	-0.897	-0.029	-0.035	-0.935	-1.001	-1.004	-1.018	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_1750_1_BM	0.010	0.009	0.007	-0.002	-0.018	-0.052	-0.017	-0.007	0.001	0.022	0.036	0.064	0.058	0.077	0.035	-0.001	0.001	0.097	0.079	0.021	0.021	-0.007	0.066	-0.049	-0.014	0.079	0.058	-0.013	0.022	0.588	-0.027	-0.027	0.038	-0.008	0.575	-0.938	0.004	-0.007	0.025	0.010	0.004	0.038	-0.002	0.007	0.039	0.021	0.010	-0.346	0.077	0.084	0.017	0.026	0.026	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_1753_1_BM	0.009	0.019	0.013	0.022	0.018	0.006	0.007	0.010	0.021	0.022	0.022	0.018	0.027	0.032	0.036	0.034	0.017	0.030	0.029	0.003	0.019	0.019	0.023	0.012	0.012	0.036	0.017	0.013	0.015	0.012	0.017	-0.007	0.007	0.005	0.008	0.017	0.013	0.016	0.015	0.021	0.018	0.006	0.020	0.015	0.027	0.019	0.021	0.007	0.032	0.042	0.029	-0.985	-0.985	-1.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_1755_1_BM	-0.005	-0.006	0.448	0.605	-0.025	-0.033	-0.245	-0.291	-0.024	-0.015	-0.004	0.008	-0.729	-0.741	-0.005	0.451	0.448	0.019	0.003	-0.015	0.004	-0.739	0.003	-0.014	-0.014	-0.087	-0.000	-0.027	-0.003	0.463	0.469	0.443	-0.019	-0.021	-0.014	-0.750	0.459	0.469	-0.744	-0.030	0.415	0.133	0.605	-0.020	-0.750	0.004	-0.030	-0.245	-0.741	0.602	0.325	-1.002	-1.037	-1.044	0	0	1	0	1	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	2	1
MMRF_1758_1_BM	0.434	0.430	0.460	0.437	-1.091	-0.078	-0.119	-0.168	-0.133	0.844	0.841	-0.153	-0.172	-0.183	-0.160	-0.104	-0.117	0.760	0.358	-0.100	0.410	0.414	0.419	-0.114	-0.152	-0.178	0.439	0.473	0.431	0.456	-0.092	-0.081	0.826	0.848	0.385	-0.098	0.454	0.444	-1.114	0.402	0.867	0.819	0.437	-0.142	-0.170	-0.129	0.402	-0.112	-0.183	0.819	-0.150	-0.405	-0.366	-0.421	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1
